2024-04-18 11-10-46 top info:
Tasks: 477 total,   2 running, 474 sleeping,   0 stopped,   1 zombie
  Mem:  6005384K total,  5034976K used,   970408K free,  95436800 buffers
 Swap:  3302956K total,   375064K used,  2927892K free,  3306544K cached
800%cpu 217%user   0%nice 130%sys 447%idle   3%iow   0%irq   3%sirq   0%host
   PID USER         PR  NI VIRT  RES  SHR S[%CPU] %MEM     TIME+ ARGS
 17048 shell        20   0  81M  19M  17M R 96.6   0.3   0:00.06 app_process /system/bin com.android.commands.monkey.Monkey -p com.yangcong345.android.phone -v -v -v -s 1000 --ignore-crashes --ignore-timeouts --ignore-security-exceptions --kill-process-after-error --pct-appswitch 20 --pct-touch 40 --pct-motion 10 --pct-trackball 0 --pct-anyevent 10 --pct-flip 0 --pct-pinchzoom 0 --throttle 1000 1200000000
   273 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [mtk_io_boost]
   272 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [lt_wq]
   271 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mt_fstb]
   270 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [fpsgo_notifier_]
   269 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mt_usrtch__work]
   267 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bcct_chrlmt_wor]
   266 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [dram_vcore_wq]
   265 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cpu_core_wq]
   264 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cpu_freq_wq]
   263 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [ccu-enque]
   262 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [disp_switch_mod]
   261 root         RT   0    0    0    0 S  0.0   0.0   0:03.44 [present_fence_w]
   260 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [disp_od_trigger]
   259 root         RT   0    0    0    0 S  0.0   0.0   0:00.01 [disp_delay_trig]
   258 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [display_check_a]
   257 root         RT   0    0    0    0 D  0.0   0.0   0:00.00 [decouple_trigge]
   256 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [decouple_update]
   255 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [disp_path_recov]
   254 root         RT   0    0    0    0 D  0.0   0.0   0:01.23 [disp_check]
   253 root         20   0    0    0    0 S  0.0   0.0   0:03.13 [disp_idlemgr]
   251 root         20   0    0    0    0 D  0.0   0.0   0:00.00 [ddp_irq_log_kth]
   250 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [hang_detect1]
   249 root         RT   0    0    0    0 D  0.0   0.0   0:00.71 [hang_detect]
   248 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mtk_vibrator]
   247 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [SCP_RESET_WQ]
   246 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [SCP_LOG_WQ]
   245 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [SCP_WQ]
   244 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [vpu_wq]
   243 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [vpu1]
   242 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [vpu0]
   241 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [RSC-CMDQ-WQ]
   240 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [WMFE-CMDQ-WQ]
   239 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mali_aeewp]
   238 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_job_fault]
   236 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [gpu_bucks]
   235 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ged_kpi]
   234 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ged_notify_sw_v]
   233 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [accdet_eint]
   232 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [dismicQueue]
   231 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [accdet]
   230 root         -2 -20    0    0    0 S  0.0   0.0   0:00.00 [ree_dummy_task]
   228 root         RT   0    0    0    0 S  0.0   0.0   0:00.31 [btif_rxd]
   227 root         20   0    0    0    0 S  0.0   0.0   0:20.19 [pbm]
   226 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [spi5]
   225 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [spi4]
   224 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [spi3]
   223 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [spi2]
   222 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [spi1]
   221 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [spi0]
   220 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [hwrng]
   183 root         20   0    0    0    0 S  0.0   0.0   0:01.67 [kswapd0]
   182 root         20   0    0    0    0 S  0.0   0.0   0:00.70 [kauditd]
   160 root         20   0    0    0    0 S  0.0   0.0   0:04.93 [tee-log]
   159 root         20   0    0    0    0 D  0.0   0.0   0:00.00 [mdrt_thread]
   158 root         20   0    0    0    0 S  0.0   0.0   0:00.08 [ion_history]
   157 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [ion_carveout_he]
   156 root         20   0    0    0    0 S  0.0   0.0   0:01.48 [ion_mm_heap_for]
   154 root         20   0    0    0    0 S  0.0   0.0   0:00.01 [ion_mm_heap]
   152 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [ion_system_heap]
   151 root         20   0    0    0    0 S  0.0   0.0   0:13.87 [dlpt_notify_thr]
   150 root         20   0    0    0    0 S  0.0   0.0   0:00.50 [bat_percent_not]
   149 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [lbat_service]
   148 root         RT   0    0    0    0 S  0.0   0.0   0:00.84 [irq/200-mt6358-]
   145 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cfg80211]
   143 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [devfreq_wq]
   142 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [charger_in]
   141 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [tcpc_power_off]
   140 root         20   0    0    0    0 S  0.0   0.0   0:00.02 [chgdet_thread]
   139 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [pd_dbg_info]
   138 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_mdp_task]
   137 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_resource]
   136 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   135 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   134 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   133 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   132 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   131 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   130 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   129 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   128 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   127 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   126 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   125 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   124 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   123 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   122 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   121 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   120 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   119 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   118 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   117 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   116 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   115 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   114 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   113 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   112 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   111 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   110 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   109 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   108 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   107 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   106 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   105 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   104 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   103 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   102 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   101 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   100 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    99 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    98 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    97 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    96 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    95 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    94 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    93 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    92 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    91 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    90 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    89 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    88 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    87 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    86 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    85 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    84 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    83 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    82 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    81 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    80 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    79 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    78 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    77 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    76 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    75 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    74 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    73 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    72 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    71 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    70 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    69 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    68 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    67 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    66 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    65 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    64 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [blk_crypto_wq]
    63 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kblockd]
    62 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [crypto]
    61 root         20   0    0    0    0 S  0.0   0.0   0:00.01 [kcompactd0]
    60 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [writeback]
    59 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [oom_reaper]
    57 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_timeout_ha]
    56 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_buf_dump]
    54 root         RT   0    0    0    0 D  0.0   0.0   0:00.00 [amms_task]
    53 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [SSPM_WQ]
    50 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [netns]
    47 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/7:0H]
    45 root         20   0    0    0    0 S  0.0   0.0   0:00.12 [ksoftirqd/7]
    44 root         RT   0    0    0    0 S  0.0   0.0   0:00.31 [migration/7]
    43 root         20   0    0    0    0 S  0.0   0.0   0:00.33 [cpuhp/7]
    42 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/6:0H]
    40 root         20   0    0    0    0 S  0.0   0.0   0:00.13 [ksoftirqd/6]
    39 root         RT   0    0    0    0 S  0.0   0.0   0:00.30 [migration/6]
    38 root         20   0    0    0    0 S  0.0   0.0   0:00.23 [cpuhp/6]
    37 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/5:0H]
    35 root         20   0    0    0    0 S  0.0   0.0   0:00.25 [ksoftirqd/5]
    34 root         RT   0    0    0    0 S  0.0   0.0   0:00.29 [migration/5]
    33 root         20   0    0    0    0 S  0.0   0.0   0:00.23 [cpuhp/5]
    32 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/4:0H]
    30 root         20   0    0    0    0 S  0.0   0.0   0:00.22 [ksoftirqd/4]
    29 root         RT   0    0    0    0 S  0.0   0.0   0:00.30 [migration/4]
    28 root         20   0    0    0    0 S  0.0   0.0   0:00.39 [cpuhp/4]
    27 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/3:0H]
    25 root         20   0    0    0    0 S  0.0   0.0   0:08.45 [ksoftirqd/3]
    24 root         RT   0    0    0    0 S  0.0   0.0   0:00.41 [migration/3]
    23 root         20   0    0    0    0 S  0.0   0.0   0:00.40 [cpuhp/3]
    22 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/2:0H]
    20 root         20   0    0    0    0 S  0.0   0.0   0:14.67 [ksoftirqd/2]
    19 root         RT   0    0    0    0 S  0.0   0.0   0:00.40 [migration/2]
    18 root         20   0    0    0    0 S  0.0   0.0   0:00.41 [cpuhp/2]
    17 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/1:0H]
    15 root         20   0    0    0    0 S  0.0   0.0   0:20.67 [ksoftirqd/1]
    14 root         RT   0    0    0    0 S  0.0   0.0   0:00.42 [migration/1]
    13 root         20   0    0    0    0 S  0.0   0.0   0:00.55 [cpuhp/1]
    12 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [cpuhp/0]
    11 root         RT   0    0    0    0 S  0.0   0.0   0:00.76 [migration/0]
    10 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [rcu_bh]
     9 root         20   0    0    0    0 I  0.0   0.0   0:01.22 [rcu_sched]
     8 root         20   0    0    0    0 I  0.0   0.0   0:55.39 [rcu_preempt]
     7 root         20   0    0    0    0 S  0.0   0.0   0:20.44 [ksoftirqd/0]
     6 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mm_percpu_wq]
     4 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/0:0H]
     2 root         20   0    0    0    0 S  0.0   0.0   0:00.16 [kthreadd]
     1 root         20   0  10G 9.1M 7.0M S  0.0   0.1   0:04.26 init second_stage


2024-04-18 11-10-51 top info:
Tasks: 478 total,   4 running, 473 sleeping,   0 stopped,   1 zombie
  Mem:  6005384K total,  5194836K used,   810548K free,  95551488 buffers
 Swap:  3302956K total,   352280K used,  2950676K free,  3361740K cached
800%cpu  76%user  45%nice 117%sys 552%idle   0%iow   0%irq  10%sirq   0%host
   PID USER         PR  NI VIRT  RES  SHR S[%CPU] %MEM     TIME+ ARGS
  9247 u0_a89       10 -10  16G 361M 176M S 68.9   6.1   6:13.94 com.yangcong345.cloud.ui.launcher
   566 system       -3  -8  11G  45M  37M S 20.6   0.7   1:18.24 surfaceflinger
 16601 shell        20   0  11G 7.2M 5.0M R 13.7   0.1   0:01.65 adbd --root_seclabel=u:r:su:s0
  3316 u0_a51       20   0 1.3G 138M 109M R 13.7   2.3   0:12.01 com.google.android.inputmethod.pinyin
   901 system       18  -2  17G 296M 231M S 13.7   5.0   5:40.56 system_server
 17120 shell        20   0  10G 4.6M 3.6M R 10.3   0.0   0:00.05 top -b -n 1 -d 5
   529 system       -3  -8  11G  14M  12M S 10.3   0.2   0:35.49 android.hardware.graphics.composer@2.1-service
  5720 u0_a125      20   0  13G 106M  83M S  6.8   1.8   2:38.72 com.yangcong345.eye.protection
  2854 root         10 -10    0    0    0 R  6.8   0.0   1:40.93 [hif_thread]
   395 logd         18  -2  10G 7.1M 3.2M S  6.8   0.1   0:26.04 logd
 17097 shell        20   0  10G 3.0M 2.4M S  3.4   0.0   0:00.06 logcat -v threadtime -b all
 16638 shell        20   0  10G 2.3M 1.8M S  3.4   0.0   0:02.30 process-tracker --interval 1000
  8006 u0_a76       20   0  64G 383M 188M S  3.4   6.5  28:01.67 com.yangcong345.android.phone
  2886 u0_a114      20   0  15G 202M 161M S  3.4   3.4   0:53.10 com.android.systemui
  2855 root         10 -10    0    0    0 S  3.4   0.0   1:09.15 [rx_thread]
  2853 root         10 -10    0    0    0 S  3.4   0.0   0:53.64 [tx_thread]
   747 system       20   0  10G 5.3M 4.6M S  3.4   0.0   0:34.92 android.hardware.sensors@2.0-service-mediatek
 17048 shell        20   0  12G 102M  75M S  0.0   1.7   0:00.40 com.android.commands.monkey
 16961 root         20   0    0    0    0 I  0.0   0.0   0:00.47 [kworker/0:3]
 16934 root          0 -20    0    0    0 I  0.0   0.0   0:00.19 [kworker/u17:1]
 16914 root         20   0    0    0    0 I  0.0   0.0   0:00.47 [kworker/u16:10]
 16913 root         20   0    0    0    0 I  0.0   0.0   0:00.50 [kworker/u16:7]
 16912 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [kworker/u16:5]
 16910 root         20   0    0    0    0 I  0.0   0.0   0:00.08 [kworker/3:1]
 16908 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [kworker/0:0]
 16902 root         20   0    0    0    0 I  0.0   0.0   0:00.10 [kworker/2:1]
 16901 root         20   0    0    0    0 I  0.0   0.0   0:00.31 [kworker/7:2]
 16890 root         20   0    0    0    0 I  0.0   0.0   0:00.49 [kworker/1:0]
 16748 shell        20   0  10G  10M 8.0M S  0.0   0.1   0:29.36 transport -config_file=/data/local/tmp/perfd/daemon.config
 16746 shell        20   0  10G 2.6M 2.1M S  0.0   0.0   0:00.01 sh -c /data/local/tmp/perfd/transport -config_file=/data/local/tmp/perfd/daemon.config
 16518 mdnsr        20   0 8.2G 960K 712K S  0.0   0.0   0:00.39 mdnsd
 16420 root         20   0    0    0    0 I  0.0   0.0   0:00.12 [kworker/3:0]
 16419 root         20   0    0    0    0 I  0.0   0.0   0:01.18 [kworker/u16:9]
 16418 root         20   0    0    0    0 I  0.0   0.0   0:00.86 [kworker/u16:8]
 16413 root          0 -20    0    0    0 I  0.0   0.0   0:02.09 [kworker/u17:3]
 16412 root         20   0    0    0    0 I  0.0   0.0   0:01.52 [kworker/u16:6]
 16403 root         20   0    0    0    0 I  0.0   0.0   0:09.50 [kworker/5:1]
 16397 root         20   0    0    0    0 I  0.0   0.0   0:00.55 [kworker/0:1]
 16377 root         20   0    0    0    0 I  0.0   0.0   0:00.58 [kworker/7:1]
 16357 root          0 -20    0    0    0 I  0.0   0.0   0:01.21 [kworker/u17:0]
 16282 root         20   0    0    0    0 I  0.0   0.0   0:02.47 [kworker/u16:4]
 16281 root         20   0    0    0    0 I  0.0   0.0   0:01.32 [kworker/u16:2]
 16280 root         20   0    0    0    0 I  0.0   0.0   0:02.16 [kworker/u16:1]
 16275 root         20   0    0    0    0 I  0.0   0.0   0:01.76 [kworker/u16:0]
 16249 root         20   0    0    0    0 I  0.0   0.0   0:00.93 [kworker/1:1]
 16248 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [kworker/2:0]
 16191 root         20   0    0    0    0 I  0.0   0.0   0:01.83 [kworker/2:2]
 16166 root         20   0    0    0    0 I  0.0   0.0   0:00.01 [kworker/6:1]
 16162 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [kworker/1:2]
 16119 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
 16047 u0_a78       20   0  14G 177M 132M S  0.0   3.0   0:09.14 com.yangcong345.pad.systemsetting
 15831 system       20   0  13G  88M  68M S  0.0   1.4   0:00.21 com.android.deskclock
 15800 u0_a119      20   0  13G  76M  56M S  0.0   1.2   0:00.17 com.android.calendar
 15709 root         20   0    0    0    0 D  0.0   0.0   0:02.29 [kworker/u16:3]
 15323 root         20   0    0    0    0 I  0.0   0.0   0:14.64 [kworker/0:2]
 14857 root         20   0    0    0    0 I  0.0   0.0   0:04.10 [kworker/3:2]
 14725 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [kworker/4:1]
 10100 root          0 -20    0    0    0 I  0.0   0.0   0:01.12 [kworker/u17:2]
  9377 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
