2024-03-28 11-48-02 top info:
Tasks: 490 total,   3 running, 487 sleeping,   0 stopped,   0 zombie
  Mem:  6005384K total,  5829604K used,   175780K free,  99581952 buffers
 Swap:  3302956K total,  1408200K used,  1894756K free,  3196704K cached
800%cpu 200%user  34%nice 248%sys 314%idle   3%iow   0%irq   0%sirq   0%host
   PID USER         PR  NI VIRT  RES  SHR S[%CPU] %MEM     TIME+ ARGS
   109 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   108 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   107 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   106 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   105 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   104 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   103 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   102 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   101 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   100 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    99 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    98 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    97 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    96 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    95 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    94 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    93 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    92 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    91 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    90 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    89 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    88 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    87 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    86 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    85 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    84 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    83 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    82 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    81 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    80 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    79 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    78 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    77 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    76 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    75 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    74 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    73 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    72 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    71 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    70 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    69 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    68 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    67 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    66 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    65 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    64 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [blk_crypto_wq]
    63 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kblockd]
    62 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [crypto]
    61 root         20   0    0    0    0 S  0.0   0.0   0:00.51 [kcompactd0]
    60 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [writeback]
    59 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [oom_reaper]
    57 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_timeout_ha]
    56 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_buf_dump]
    54 root         RT   0    0    0    0 D  0.0   0.0   0:00.00 [amms_task]
    53 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [SSPM_WQ]
    50 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [netns]
    47 root          0 -20    0    0    0 I  0.0   0.0   0:00.13 [kworker/7:0H]
    45 root         20   0    0    0    0 S  0.0   0.0   0:00.38 [ksoftirqd/7]
    44 root         RT   0    0    0    0 S  0.0   0.0   0:12.15 [migration/7]
    43 root         20   0    0    0    0 S  0.0   0.0   0:14.82 [cpuhp/7]
    42 root          0 -20    0    0    0 I  0.0   0.0   0:00.13 [kworker/6:0H]
    40 root         20   0    0    0    0 S  0.0   0.0   0:00.35 [ksoftirqd/6]
    39 root         RT   0    0    0    0 S  0.0   0.0   0:11.59 [migration/6]
    38 root         20   0    0    0    0 S  0.0   0.0   0:10.59 [cpuhp/6]
    37 root          0 -20    0    0    0 I  0.0   0.0   0:00.13 [kworker/5:0H]
    35 root         20   0    0    0    0 S  0.0   0.0   0:00.90 [ksoftirqd/5]
    34 root         RT   0    0    0    0 S  0.0   0.0   0:10.99 [migration/5]
    33 root         20   0    0    0    0 S  0.0   0.0   0:10.55 [cpuhp/5]
    32 root          0 -20    0    0    0 I  0.0   0.0   0:00.14 [kworker/4:0H]
    30 root         20   0    0    0    0 S  0.0   0.0   0:01.50 [ksoftirqd/4]
    29 root         RT   0    0    0    0 S  0.0   0.0   0:10.40 [migration/4]
    28 root         20   0    0    0    0 S  0.0   0.0   0:17.36 [cpuhp/4]
    27 root          0 -20    0    0    0 I  0.0   0.0   0:00.26 [kworker/3:0H]
    25 root         20   0    0    0    0 S  0.0   0.0   0:02.38 [ksoftirqd/3]
    24 root         RT   0    0    0    0 S  0.0   0.0   0:09.43 [migration/3]
    23 root         20   0    0    0    0 S  0.0   0.0   0:18.34 [cpuhp/3]
    22 root          0 -20    0    0    0 I  0.0   0.0   0:00.25 [kworker/2:0H]
    20 root         20   0    0    0    0 S  0.0   0.0   0:02.97 [ksoftirqd/2]
    19 root         RT   0    0    0    0 S  0.0   0.0   0:07.70 [migration/2]
    18 root         20   0    0    0    0 S  0.0   0.0   0:19.10 [cpuhp/2]
    17 root          0 -20    0    0    0 I  0.0   0.0   0:00.25 [kworker/1:0H]
    15 root         20   0    0    0    0 S  0.0   0.0   0:02.47 [ksoftirqd/1]
    14 root         RT   0    0    0    0 S  0.0   0.0   0:05.54 [migration/1]
    13 root         20   0    0    0    0 S  0.0   0.0   0:24.62 [cpuhp/1]
    12 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [cpuhp/0]
    11 root         RT   0    0    0    0 S  0.0   0.0   0:15.09 [migration/0]
    10 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [rcu_bh]
     9 root         20   0    0    0    0 I  0.0   0.0   0:08.15 [rcu_sched]
     7 root         20   0    0    0    0 S  0.0   0.0   0:11.43 [ksoftirqd/0]
     6 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mm_percpu_wq]
     4 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/0:0H]
     2 root         20   0    0    0    0 S  0.0   0.0   0:00.32 [kthreadd]
     1 root         20   0  10G 8.1M 7.3M S  0.0   0.1   0:03.43 init second_stage


2024-03-28 11-48-12 top info:
Tasks: 496 total,   1 running, 495 sleeping,   0 stopped,   0 zombie
  Mem:  6005384K total,  5945060K used,  61771776 free,  99737600 buffers
 Swap:  3302956K total,  1390536K used,  1912420K free,  3163556K cached
800%cpu  55%user   0%nice  93%sys 652%idle   0%iow   0%irq   0%sirq   0%host
   PID USER         PR  NI VIRT  RES  SHR S[%CPU] %MEM     TIME+ ARGS
   970 system       18  -2  17G 301M 232M S 27.5   5.1 138:00.98 system_server
 10589 u0_a90       20   0  14G 102M  89M S 24.1   1.7   0:19.71 com.qihoo360.mobilesafe:p0
 12163 shell        20   0  10G 4.5M 3.4M R 13.7   0.0   0:00.04 top -b -n 1 -d 5
 25965 shell        20   0  10G 6.5M 4.7M S 10.3   0.1   0:01.42 adbd --root_seclabel=u:r:su:s0
   777 system       20   0  10G 5.3M 4.9M S  6.8   0.0  56:27.90 android.hardware.sensors@2.0-service-mediatek
 11928 u0_a125      10 -10  32G 350M 263M S  3.4   5.9   0:08.86 com.yangcong345.android.phone
  9515 root         20   0    0    0    0 I  3.4   0.0   0:03.02 [kworker/u16:3]
  6768 root         20   0    0    0    0 I  3.4   0.0   0:10.31 [kworker/u16:0]
  5456 u0_a90       16  -4  33G 296M 231M S  3.4   5.0 164:12.37 com.qihoo360.mobilesafe:GuardService
  4358 system       20   0  14G 169M 148M S  3.4   2.8  53:34.23 com.android.settings
  1296 root         10 -10    0    0    0 S  3.4   0.0   3:40.95 [hif_thread]
   522 root         20   0  11G 6.7M 5.9M S  3.4   0.1   2:50.10 netd
 12158 root          0 -20    0    0    0 I  0.0   0.0   0:00.03 [kworker/u17:1]
 12112 u0_i9002     10 -10 1.4G 133M 104M S  0.0   2.2   0:01.16 com.google.android.webview:sandboxed_process0:org.chromium.content.app.SandboxedProcessService0:0
 12038 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
 12022 shell        20   0  10G 3.2M 2.6M S  0.0   0.0   0:00.12 logcat -v threadtime -b all
 11874 shell        20   0  12G 104M  77M S  0.0   1.7   0:00.41 com.android.commands.monkey
 11727 u0_a90       20   0  14G 132M  84M S  0.0   2.2   0:06.09 com.qihoo360.mobilesafe:scan
 11704 u0_a50       20   0  13G  73M  54M S  0.0   1.2   0:00.17 com.android.packageinstaller
 11625 root         20   0    0    0    0 I  0.0   0.0   0:01.43 [kworker/0:2]
 11596 root         20   0    0    0    0 I  0.0   0.0   0:00.22 [kworker/u16:8]
 11578 root          0 -20    0    0    0 I  0.0   0.0   0:00.19 [kworker/u17:0]
 11570 root         20   0    0    0    0 I  0.0   0.0   0:00.63 [kworker/u16:5]
 11530 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [kworker/0:1]
 11467 root          0 -20    0    0    0 I  0.0   0.0   0:00.17 [kworker/u17:4]
 11450 root         20   0    0    0    0 I  0.0   0.0   0:04.23 [kworker/0:0]
 10742 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
 10137 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
 10074 u0_a822      20   0  14G 189M 123M S  0.0   3.2   0:09.66 com.yangcong345.cloud.ruledetect
 10056 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [kworker/3:1]
 10049 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [kworker/1:2]
 10047 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [kworker/2:0]
 10022 root         20   0    0    0    0 I  0.0   0.0   0:09.63 [kworker/0:4]
 10000 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [kworker/5:2]
  9974 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [kworker/4:1]
  9911 root         20   0    0    0    0 I  0.0   0.0   0:02.05 [kworker/1:0]
  9891 root         20   0    0    0    0 I  0.0   0.0   0:00.30 [kworker/6:1]
  9885 root         20   0    0    0    0 I  0.0   0.0   0:01.22 [kworker/u16:6]
  9785 root         20   0    0    0    0 I  0.0   0.0   0:01.53 [kworker/u16:2]
  9593 root         20   0    0    0    0 I  0.0   0.0   0:03.02 [kworker/u16:1]
  9557 root         20   0    0    0    0 I  0.0   0.0   0:01.45 [kworker/3:2]
  9452 root         20   0    0    0    0 I  0.0   0.0   0:01.21 [kworker/4:0]
  9202 root         20   0    0    0    0 I  0.0   0.0   0:03.99 [kworker/u16:4]
  8940 root         20   0    0    0    0 I  0.0   0.0   0:06.30 [kworker/2:2]
  8597 root         20   0    0    0    0 I  0.0   0.0   0:05.70 [kworker/u16:7]
  8142 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [kworker/7:2]
 31646 root         20   0    0    0    0 I  0.0   0.0   0:04.34 [kworker/5:0]
 30341 u0_a90       20   0  14G 104M  88M S  0.0   1.7  22:58.69 com.qihoo360.mobilesafe:onepx
 30318 root          0 -20    0    0    0 I  0.0   0.0   0:00.84 [kworker/u17:2]
 30017 u0_a90       20   0  14G  91M  81M S  0.0   1.5  24:29.59 com.qihoo360.mobilesafe:channel
 27772 u0_a49       20   0  13G  69M  61M S  0.0   1.1   0:00.20 com.android.providers.calendar
 26976 root         20   0    0    0    0 I  0.0   0.0   0:07.92 [kworker/6:2]
 26967 logd         18  -2  10G 8.3M 3.4M S  0.0   0.1   7:59.43 logd
 19999 system       20   0  10G  10M 8.9M S  0.0   0.1   0:00.76 vendor.mediatek.hardware.mms@1.5-service
 18949 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
 18928 u0_a54       20   0  13G  87M  75M S  0.0   1.4   0:00.59 com.android.permissioncontroller
 18442 root         20   0    0    0    0 I  0.0   0.0   0:03.08 [kworker/7:0]
 17931 u0_a61       20   0 1.3G 102M  84M S  0.0   1.7   0:03.84 com.google.android.inputmethod.pinyin
 13414 u0_a90       20   0  14G 117M  90M S  0.0   2.0  45:33.99 com.qihoo360.mobilesafe:update
  7111 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [fs_suspend_syss]
  6746 u0_i9001     20   0 1.4G 123M 115M S  0.0   2.1   0:11.77 com.google.android.webview:sandboxed_process0:org.chromium.content.app.SandboxedProcessService0:0
  6499 u0_a104      20   0 1.3G  75M  70M S  0.0   1.2   0:00.79 com.google.android.webview:webview_service
  6464 u0_a90       20   0  13G 100M  73M S  0.0   1.7   0:02.35 assist
  6435 u0_a90       20   0  13G 101M  74M S  0.0   1.7   0:02.62 daemon
  6289 u0_a90       12  -8  12G  98M  68M S  0.0   1.6   0:03.69 assist
  6186 u0_a90       12  -8  12G  98M  68M S  0.0   1.6   0:03.67 assist1
  6020 u0_a90       12  -8  12G  98M  69M S  0.0   1.6   0:03.78 daemon
  5808 u0_a90       20   0  14G  95M  84M S  0.0   1.6  40:56.23 com.qihoo360.mobilesafe:clean
  5777 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
  5776 u0_a90       20   0  14G  96M  82M S  0.0   1.6  40:47.44 com.qihoo360.mobilesafe:work
  5668 u0_a90       20   0  14G  95M  81M S  0.0   1.6  40:45.95 com.qihoo360.mobilesafe:shrimp0
  5647 u0_a90       20   0  13G 100M  73M S  0.0   1.7   0:02.82 main
  5612 u0_a90       20   0  14G  98M  84M S  0.0   1.6  41:22.06 com.qihoo360.mobilesafe:assist1
  5598 u0_a90       20   0  14G  97M  82M S  0.0   1.6  41:12.72 com.qihoo360.mobilesafe:assist
  5514 u0_a90       20   0  14G  97M  82M S  0.0   1.6  41:00.44 com.qihoo360.mobilesafe:daemon
  5394 u0_a90       20   0  35G 381M 295M S  0.0   6.4 194:50.84 com.qihoo360.mobilesafe
  4914 system       20   0  13G  77M  67M S  0.0   1.3   0:00.24 com.hra.security_manage:hra_provider
  4538 u0_i9000     20   0 1.3G  64M  58M S  0.0   1.0   0:00.17 com.google.android.webview:sandboxed_process0:org.chromium.content.app.SandboxedProcessService0:0
  4449 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
  4212 u0_a92       12  -8  10G 1.4M 856K S  0.0   0.0   0:01.00 app_d 304 388 0 364 96 97 36 26 0 14 0 0 /data/user/0/com.tencent.android.qqdownloader/app_indicators/indicator_d1 /data/user/0/com.tencent.android.qqdownloader/app_indicators/indicator_p1 /data/user/0/com.tencent.android.qqdownloader/app_indicators/observer_d1 /data/user/0/com.tencent.android.qqdownloader/app_indicators/observer_p1 /data/user/0/com.tencent.android.qqdownloader/app_indicators/indicator_d1_pid /data/user/0/com.tencent.android.qqdownloader/app_proc/process_live_indicator_v2.2.4_
  3738 u0_a92       20   0  10G 1.4M 848K S  0.0   0.0   0:01.09 app_d 304 388 0 364 116 117 36 26 0 14 0 0 /data/user/0/com.tencent.android.qqdownloader/app_indicators/indicator_p1 /data/user/0/com.tencent.android.qqdownloader/app_indicators/indicator_d1 /data/user/0/com.tencent.android.qqdownloader/app_indicators/observer_p1 /data/user/0/com.tencent.android.qqdownloader/app_indicators/observer_d1 /data/user/0/com.tencent.android.qqdownloader/app_indicators/indicator_p1_pid /data/user/0/com.tencent.android.qqdownloader/app_proc/process_live_indicator_v2.2.4_
  3717 u0_a92       20   0  15G 145M  94M S  0.0   2.4   6:34.68 com.tencent.android.qqdownloader:cloud
  3617 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
  3325 u0_a102      20   0  14G  80M  72M S  0.0   1.3   0:01.48 com.adups.fota
  3188 u0_a78       20   0  14G  68M  61M S  0.0   1.1   0:02.56 com.debug.loggerui
  2966 u0_a92       20   0  16G 217M 120M S  0.0   3.7  14:00.27 com.tencent.android.qqdownloader
  2883 u0_a47       20   0  13G  83M  74M S  0.0   1.4   0:01.60 android.process.media
  2351 u0_a92       16  -4 251G 363M 271M S  0.0   6.1  18:17.92 com.tencent.android.qqdownloader:daemon
  2141 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
  2089 u0_a92       20   0  15G 144M  95M S  0.0   2.4   6:58.53 com.tencent.android.qqdownloader:live
  2041 u0_a93       20   0  13G  91M  76M S  0.0   1.5   0:03.08 com.yangcong345.cloud.launcher
  1964 u0_a120      20   0  13G 105M  83M S  0.0   1.7   1:13.66 com.android.providers.media.module
  1823 system       20   0  10G 3.1M 2.9M S  0.0   0.0   0:03.37 batterywarning
  1789 nobody       17  -3  10G 1.4M 1.1M S  0.0   0.0   0:51.11 dnsmasq
  1756 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
  1635 u0_a108      20   0  14G 170M 137M S  0.0   2.9   0:06.90 com.android.launcher3
  1528 u0_a123      20   0  13G  98M  87M S  0.0   1.6   0:00.58 android.ext.services
  1508 radio        20   0  14G 109M  92M S  0.0   1.8   0:35.35 com.android.phone
  1491 secure_element 20 0  13G  63M  55M S  0.0   1.0   0:00.16 com.android.se
  1484 webview_zygote 20 0 1.6G  45M  38M S  0.0   0.7   0:01.48 webview_zygote
  1455 network_stack 20  0  13G  98M  81M S  0.0   1.6   2:22.89 com.android.networkstack.process
  1382 root         20   0 8.7M 2.4M 2.3M S  0.0   0.0   0:01.20 zygiskd32
  1326 u0_a116      20   0  15G 228M 178M S  0.0   3.8   8:49.87 com.android.systemui
  1301 bluetooth    20   0  14G  98M  88M S  0.0   1.6   0:12.62 com.android.bluetooth
  1299 wifi         20   0  10G  13M  11M S  0.0   0.2   0:06.10 wpa_supplicant -O/data/vendor/wifi/wpa/sockets -dd -g@android:wpa_wlan0
  1297 root         10 -10    0    0    0 S  0.0   0.0   1:38.80 [rx_thread]
  1295 root         10 -10    0    0    0 S  0.0   0.0   2:31.76 [tx_thread]
  1291 wifi         20   0  10G 7.4M 6.7M S  0.0   0.1   0:07.90 android.hardware.wifi@1.0-service-lazy
  1264 root         RT   0    0    0    0 S  0.0   0.0   3:21.56 [disp_queue_P0]
   978 root         20   0  10G 3.0M 2.9M S  0.0   0.0   0:01.25 zygiskd64
   847 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [fm_eint_wq]
   846 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [fm_timer_wq]
   806 system       20   0  10G 3.9M 3.8M S  0.0   0.0   0:00.21 netdagent
   801 root         20   0  10G 7.8M 7.2M S  0.0   0.1   0:00.07 update_engine --logtostderr --logtofile --foreground
   800 system       20   0  10G 6.0M 5.5M S  0.0   0.1   0:00.02 gatekeeperd /data/misc/gatekeeper
   796 mediacodec   20   0  10G  17M  16M S  0.0   0.2   0:00.45 media.swcodec oid.media.swcodec/bin/mediaswcodec
   793 wifi         20   0  10G 2.6M 2.4M S  0.0   0.0   0:01.37 wlan_assistant
   788 system       20   0  10G  10M 8.9M S  0.0   0.1   0:00.63 vendor.mediatek.hardware.pq@2.2-service
   787 system       20   0 8.3M 2.7M 2.5M S  0.0   0.0   0:06.66 thermalloadalgod
   785 system       20   0  10G 3.3M 3.1M S  0.0   0.0   0:10.05 thermal
   781 system       20   0  10G 5.3M 5.1M S  0.0   0.0   0:01.11 getgameserver
   779 cameraserver 20   0  11G  39M  34M S  0.0   0.6   0:00.88 camerahalserver
