2024-07-08 16-02-35 top info:
Tasks: 435 total,   4 running, 430 sleeping,   0 stopped,   1 zombie
  Mem:      7.6G total,      4.7G used,      2.8G free,       57M buffers
 Swap:      4.2G total,      204M used,      4.0G free,      2.8G cached
800%cpu 281%user   0%nice 155%sys 365%idle   0%iow   0%irq   0%sirq   0%host
  PID USER         PR  NI VIRT  RES  SHR S[%CPU] %MEM     TIME+ ARGS
  222 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mt_usrtch__work]
  221 root          0 -20    0    0    0 S  0.0   0.0   0:01.58 [krtatm]
  220 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bcct_chrlmt_wor]
  219 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [dram_vcore_wq]
  218 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cpu_core_wq]
  217 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cpu_freq_wq]
  216 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [ccu-enque]
  215 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [disp_switch_mod]
  214 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [ion_fb_heap]
  213 root         RT   0    0    0    0 S  0.0   0.0   0:57.24 [present_fence_w]
  212 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [disp_od_trigger]
  211 root         RT   0    0    0    0 S  0.0   0.0   0:00.02 [disp_delay_trig]
  210 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [display_check_a]
  209 root         RT   0    0    0    0 D  0.0   0.0   0:00.00 [decouple_trigge]
  208 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [decouple_update]
  207 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [disp_path_recov]
  206 root         RT   0    0    0    0 D  0.0   0.0   0:00.87 [disp_check]
  205 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [disp_idlemgr]
  203 root         20   0    0    0    0 D  0.0   0.0   0:00.00 [ddp_irq_log_kth]
  202 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [hang_detect1]
  201 root         RT   0    0    0    0 D  0.0   0.0   0:00.70 [hang_detect]
  200 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mtk_vibrator]
  199 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [SCP_RESET_WQ]
  198 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [SCP_LOG_WQ]
  197 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [SCP_WQ]
  196 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [vpu_wq]
  195 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [vpu1]
  194 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [vpu0]
  193 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [RSC-CMDQ-WQ]
  192 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [WMFE-CMDQ-WQ]
  191 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mali_aeewp]
  190 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_job_fault]
  188 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [gpu_bucks]
  187 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ged_kpi]
  186 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ged_notify_sw_v]
  185 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [accdet_eint]
  184 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [dismicQueue]
  183 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [accdet]
  182 root         20   0    0    0    0 S  0.0   0.0   0:00.18 [btif_rxd]
  179 root         20   0    0    0    0 S  0.0   0.0   0:22.35 [pbm]
  177 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [hwrng]
  140 root         20   0    0    0    0 S  0.0   0.0   0:00.31 [kswapd0]
  139 root         20   0    0    0    0 S  0.0   0.0   0:00.26 [kauditd]
  117 root         20   0    0    0    0 S  0.0   0.0   0:00.55 [tee-log]
  116 root         20   0    0    0    0 D  0.0   0.0   0:00.00 [mdrt_thread]
  115 root         20   0    0    0    0 D  0.0   0.0   0:00.79 [ion_history]
  114 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [ion_mm_heap_for]
  113 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [ion_comm_pool]
  112 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [ion_mm_heap_for]
  111 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [ion_comm_pool]
  110 root         20   0    0    0    0 S  0.0   0.0   0:00.03 [ion_mm_heap_for]
  108 root         20   0    0    0    0 S  0.0   0.0   0:06.80 [ion_mm_heap]
  106 root         20   0    0    0    0 S  0.0   0.0   0:07.03 [dlpt_notify_thr]
  105 root         20   0    0    0    0 S  0.0   0.0   0:00.03 [bat_percent_not]
  104 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [lbat_service]
  103 root         RT   0    0    0    0 S  0.0   0.0   0:07.19 [irq/200-mt6358-]
  100 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cfg80211]
   98 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [devfreq_wq]
   97 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [charger_in]
   96 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [tcpc_power_off]
   95 root         20   0    0    0    0 S  0.0   0.0   0:00.14 [chgdet_thread]
   94 root         20   0    0    0    0 S  0.0   0.0   0:00.07 [pd_dbg_info]
   93 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_mdp_task]
   92 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_resource]
   91 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   90 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   89 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   88 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   87 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   86 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   85 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   84 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   83 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   82 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   81 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   80 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   79 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   78 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   77 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   76 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   75 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   74 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   73 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   72 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   71 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   70 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   69 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   68 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   67 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   66 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   65 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   64 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   63 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   62 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   61 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   60 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   59 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kblockd]
   58 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [crypto]
   57 root         20   0    0    0    0 S  0.0   0.0   0:00.19 [kcompactd0]
   56 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [writeback]
   55 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [oom_reaper]
   54 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_timeout_ha]
   53 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_buf_dump]
   51 root         RT   0    0    0    0 D  0.0   0.0   0:00.00 [amms_task]
   50 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [SSPM_WQ]
   47 root          0 -20    0    0    0 I  0.0   0.0   0:00.01 [kworker/7:0H]
   45 root         20   0    0    0    0 S  0.0   0.0   0:00.25 [ksoftirqd/7]
   44 root         RT   0    0    0    0 S  0.0   0.0   0:02.16 [migration/7]
   43 root         20   0    0    0    0 S  0.0   0.0   0:02.67 [cpuhp/7]
   42 root          0 -20    0    0    0 I  0.0   0.0   0:00.02 [kworker/6:0H]
   40 root         20   0    0    0    0 S  0.0   0.0   0:00.15 [ksoftirqd/6]
   39 root         RT   0    0    0    0 S  0.0   0.0   0:02.05 [migration/6]
   38 root         20   0    0    0    0 S  0.0   0.0   0:01.88 [cpuhp/6]
   37 root          0 -20    0    0    0 I  0.0   0.0   0:00.01 [kworker/5:0H]
   35 root         20   0    0    0    0 S  0.0   0.0   0:00.26 [ksoftirqd/5]
   34 root         RT   0    0    0    0 S  0.0   0.0   0:01.95 [migration/5]
   33 root         20   0    0    0    0 S  0.0   0.0   0:01.86 [cpuhp/5]
   32 root          0 -20    0    0    0 I  0.0   0.0   0:00.02 [kworker/4:0H]
   30 root         20   0    0    0    0 S  0.0   0.0   0:00.23 [ksoftirqd/4]
   29 root         RT   0    0    0    0 S  0.0   0.0   0:01.85 [migration/4]
   28 root         20   0    0    0    0 S  0.0   0.0   0:11.12 [cpuhp/4]
   27 root          0 -20    0    0    0 I  0.0   0.0   0:00.04 [kworker/3:0H]
   25 root         20   0    0    0    0 S  0.0   0.0   0:00.32 [ksoftirqd/3]
   24 root         RT   0    0    0    0 S  0.0   0.0   0:02.31 [migration/3]
   23 root         20   0    0    0    0 S  0.0   0.0   0:03.39 [cpuhp/3]
   22 root          0 -20    0    0    0 I  0.0   0.0   0:00.04 [kworker/2:0H]
   20 root         20   0    0    0    0 S  0.0   0.0   0:00.32 [ksoftirqd/2]
   18 root         20   0    0    0    0 S  0.0   0.0   0:03.43 [cpuhp/2]
   17 root          0 -20    0    0    0 I  0.0   0.0   0:00.04 [kworker/1:0H]
   15 root         20   0    0    0    0 S  0.0   0.0   0:00.38 [ksoftirqd/1]
   14 root         RT   0    0    0    0 S  0.0   0.0   0:01.66 [migration/1]
   13 root         20   0    0    0    0 S  0.0   0.0   0:04.29 [cpuhp/1]
   12 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [cpuhp/0]
   11 root         RT   0    0    0    0 S  0.0   0.0   0:03.58 [migration/0]
   10 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [rcu_bh]
    9 root         20   0    0    0    0 I  0.0   0.0   0:01.80 [rcu_sched]
    8 root         20   0    0    0    0 I  0.0   0.0   0:22.28 [rcu_preempt]
    7 root         20   0    0    0    0 S  0.0   0.0   0:01.75 [ksoftirqd/0]
    6 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mm_percpu_wq]
    4 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/0:0H]
    2 root         20   0    0    0    0 S  0.0   0.0   0:00.05 [kthreadd]
    1 root         20   0  86M 8.9M 7.4M S  0.0   0.1   0:06.28 init second_stage


2024-07-08 16-02-41 top info:
Tasks: 436 total,   2 running, 433 sleeping,   0 stopped,   1 zombie
  Mem:      7.6G total,      4.7G used,      2.8G free,       57M buffers
 Swap:      4.2G total,      204M used,      4.0G free,      2.8G cached
800%cpu 203%user  34%nice 169%sys 390%idle   3%iow   0%irq   0%sirq   0%host
  PID USER         PR  NI VIRT  RES  SHR S[%CPU] %MEM     TIME+ ARGS
 2488 u0_a86       10 -10  11G 327M 327M R  162   4.1  76:51.57 com.yangcong345.android.phone
  930 system       18  -2 8.5G 195M 195M S 68.9   2.4   8:14.51 system_server
  450 audioserver  20   0  46M  12M  12M S 48.2   0.1   1:32.43 android.hardware.audio@5.0-service-mediatek
  490 system       -2  -8 1.0G  50M  40M S 20.6   0.6  21:59.88 surfaceflinger
11980 shell        20   0  35M 4.0M 3.2M R 13.7   0.0   0:00.05 top -b -n 1 -d 5
  463 system       -3  -8 347M  12M  12M S 13.7   0.1  12:20.93 android.hardware.graphics.composer@2.1-service
 3293 u0_i9000     10 -10 1.7G 211M 126M S 10.3   2.6   4:41.68 com.android.webview:sandboxed_process0:org.chromium.content.app.SandboxedProcessService0
 1742 shell        20   0 167M 5.2M 4.3M S 10.3   0.0   0:32.72 adbd --root_seclabel=u:r:su:s0
  343 logd         18  -2 162M 5.2M 3.8M S 10.3   0.0   0:58.88 logd
 6038 system       20   0  98M  10M 8.3M S  6.8   0.1   0:42.06 vendor.mediatek.hardware.mms@1.5-service
 3259 u0_a114      20   0 5.9G 135M 112M S  6.8   1.7   6:17.42 com.yangcong345.eye.protection
  610 mediacodec   20   0 258G  21M  16M S  6.8   0.2   0:35.27 media.swcodec oid.media.swcodec/bin/mediaswcodec
11923 shell        20   0  34M 3.4M 2.7M S  3.4   0.0   0:00.07 logcat -v threadtime -b all
11126 root         20   0    0    0    0 I  3.4   0.0   0:07.21 [kworker/u16:0]
10863 root          0 -20    0    0    0 I  3.4   0.0   0:14.07 [kworker/u17:0]
 1268 root         RT   0    0    0    0 S  3.4   0.0   1:41.19 [disp_queue_P0]
 1261 u0_a100      20   0 6.7G 167M 150M S  3.4   2.1   1:56.13 com.android.systemui
  595 system       20   0  76M 5.0M 4.8M S  3.4   0.0   1:47.41 android.hardware.sensors@2.0-service-mediatek
  480 system       20   0  77M 7.1M 5.8M S  3.4   0.0   0:04.05 vendor.mediatek.hardware.mtkpower@1.0-service
  345 system       20   0 2.0G 5.6M 4.7M S  3.4   0.0   0:04.24 hwservicemanager
  344 system       20   0  35M 3.6M 3.1M S  3.4   0.0   0:01.05 servicemanager
  308 root         20   0    0    0    0 D  3.4   0.0   1:11.31 [kworker/u16:6]
  108 root         20   0    0    0    0 S  3.4   0.0   0:06.93 [ion_mm_heap]
   45 root         20   0    0    0    0 S  3.4   0.0   0:00.25 [ksoftirqd/7]
   24 root         RT   0    0    0    0 S  3.4   0.0   0:02.31 [migration/3]
11863 shell        20   0 4.1G  84M  62M S  0.0   1.0   0:00.64 com.android.commands.monkey
11827 root         20   0    0    0    0 I  0.0   0.0   0:00.06 [kworker/5:0]
11825 root         20   0    0    0    0 I  0.0   0.0   0:00.10 [kworker/4:1]
11821 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [kworker/1:1]
11820 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [kworker/2:0]
11780 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [kworker/3:2]
11777 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [kworker/0:2]
11776 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [kworker/4:0]
11775 root         20   0    0    0    0 I  0.0   0.0   0:04.11 [kworker/u16:2]
11651 root          0 -20    0    0    0 I  0.0   0.0   0:08.35 [kworker/u17:3]
11574 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [kworker/2:1]
11443 root         20   0    0    0    0 I  0.0   0.0   0:04.12 [kworker/5:1]
11346 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [kworker/1:0]
11336 root         20   0    0    0    0 I  0.0   0.0   0:00.92 [kworker/3:0]
11335 root         20   0    0    0    0 I  0.0   0.0   0:00.82 [kworker/0:1]
11315 root         20   0    0    0    0 I  0.0   0.0   0:00.11 [kworker/7:1]
11307 root         20   0    0    0    0 I  0.0   0.0   0:01.40 [kworker/1:2]
11298 root         20   0    0    0    0 I  0.0   0.0   0:01.15 [kworker/0:0]
11251 root         20   0    0    0    0 I  0.0   0.0   0:07.36 [kworker/u16:3]
11073 root         20   0    0    0    0 I  0.0   0.0   0:09.25 [kworker/5:3]
10834 root         20   0    0    0    0 I  0.0   0.0   0:01.56 [kworker/5:2]
10734 root          0 -20    0    0    0 I  0.0   0.0   0:15.68 [kworker/u17:1]
10730 root         20   0    0    0    0 I  0.0   0.0   0:02.57 [kworker/3:1]
10555 root         20   0    0    0    0 I  0.0   0.0   0:17.72 [kworker/u16:1]
10540 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [kworker/6:0]
10452 root         20   0    0    0    0 I  0.0   0.0   0:06.62 [kworker/2:2]
 9735 root         20   0    0    0    0 I  0.0   0.0   0:10.14 [kworker/4:2]
 7355 root         20   0    0    0    0 I  0.0   0.0   1:10.68 [kworker/u16:4]
 5828 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
 5433 root         20   0    0    0    0 I  0.0   0.0   1:11.30 [kworker/u16:8]
 5300 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
 5234 u0_a80       20   0 6.2G 186M 126M S  0.0   2.3   0:14.59 com.yangcong345.pad.systemsetting
 3592 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [fs_suspend_syss]
 3571 system       20   0 5.1G  71M  49M S  0.0   0.9   0:00.59 com.android.keychain
 3522 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
 3490 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
 3271 u0_a112      20   0 1.5G  69M  52M S  0.0   0.8   0:00.74 com.android.webview:webview_service
 3172 u0_a86       20   0    0    0    0 Z  0.0   0.0   0:00.01 [ZIDThreadPoolEx]
 3046 u0_a62       20   0 5.1G  77M  53M S  0.0   0.9   0:00.68 com.android.calendar
 2861 system       20   0 5.1G  74M  55M S  0.0   0.9   0:00.61 com.hra.security_manage:hra_provider
 2679 u0_a44       20   0 5.1G  75M  53M S  0.0   0.9   0:00.65 com.android.providers.calendar
 2678 nobody       20   0  34M 1.9M 1.1M S  0.0   0.0   0:00.24 dnslinspirer
 2623 u0_a86       20   0 5.4G  27M 1.5M S  0.0   0.3   1:42.96 enohp.diordna.543gnocgnay.moc
 2570 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
 2129 u0_a102      20   0 5.4G  90M  69M S  0.0   1.1   0:01.20 com.adups.fota
 2101 u0_a53       20   0 5.2G  97M  77M S  0.0   1.2   0:02.58 android.process.media
 2048 u0_a84       20   0 5.5G  84M  59M S  0.0   1.0   0:01.05 com.debug.loggerui
 2024 u0_a40       20   0 5.1G  88M  65M S  0.0   1.1   0:01.21 android.process.acore
 1934 u0_a78       20   0 5.1G  74M  52M S  0.0   0.9   0:00.56 com.android.printspooler
 1909 u0_a92       20   0 7.1G 238M 178M S  0.0   3.0   0:57.70 com.yangcong345.cloud.ui.launcher
 1890 u0_a88       20   0 5.1G  67M  43M S  0.0   0.8   0:00.48 com.android.smspush
 1870 u0_a69       20   0 6.8G  82M  82M S  0.0   1.0   0:47.33 com.yangcong345.cloud.launcher
 1843 secure_element 20 0 5.1G  62M  43M S  0.0   0.7   0:00.50 com.android.se
 1704 system       20   0 5.1G  86M  63M S  0.0   1.0   0:00.67 com.android.deskclock
 1702 system       20   0  35M 3.7M 3.3M S  0.0   0.0   0:00.66 batterywarning
 1665 root         20   0    0    0    0 I  0.0   0.0   0:03.31 [kworker/7:2]
 1637 bluetooth    20   0 5.7G  84M  73M S  0.0   1.0   0:02.77 com.android.bluetooth
 1611 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
 1516 u0_a106      20   0 5.2G  87M  69M S  0.0   1.1   0:01.62 com.android.launcher3
 1493 u0_a64       20   0 1.5G  96M  78M S  0.0   1.2   0:59.63 com.google.android.inputmethod.pinyin
 1474 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
 1445 u0_a51       20   0 5.1G  69M  52M S  0.0   0.8   0:00.60 android.ext.services
 1407 system       20   0 5.8G 144M 127M S  0.0   1.8   0:11.38 com.android.settings
 1390 webview_zygote 20 0 1.6G  53M  37M S  0.0   0.6   0:00.25 webview_zygote
 1354 radio        20   0 5.5G  81M  72M S  0.0   1.0   0:06.81 com.android.phone
 1331 network_stack 20  0 5.2G  67M  67M S  0.0   0.8   0:05.15 com.android.networkstack
 1282 wifi         20   0 2.0G  11M  10M S  0.0   0.1   0:00.93 wpa_supplicant -g@android:wpa_wlan0
 1260 root         10 -10    0    0    0 S  0.0   0.0   0:04.52 [rx_thread]
 1259 root         10 -10    0    0    0 S  0.0   0.0   0:11.19 [hif_thread]
 1258 root         10 -10    0    0    0 S  0.0   0.0   0:53.01 [tx_thread]
 1227 wifi         20   0  60M 6.9M 6.3M S  0.0   0.0   0:01.11 android.hardware.wifi@1.0-service-lazy-mediatek
  923 root         20   0    0    0    0 I  0.0   0.0   0:01.43 [kworker/6:2]
  757 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [fm_eint_wq]
  756 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [fm_timer_wq]
  644 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
  636 root         20   0  34M 3.0M 2.7M S  0.0   0.0   0:00.26 ip6tables-restore --noflush -w -v
  635 root         20   0  34M 3.2M 2.6M S  0.0   0.0   0:00.28 iptables-restore --noflush -w -v
  619 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
  618 system       20   0  92M 4.4M 4.3M S  0.0   0.0   0:00.04 netdagent
  616 root         20   0  43M 8.0M 7.3M S  0.0   0.1   0:00.05 update_engine --logtostderr --logtofile --foreground
  615 tombstoned   20   0  34M 2.0M 1.9M S  0.0   0.0   0:00.01 tombstoned
  614 system       20   0 2.0G 5.5M 5.0M S  0.0   0.0   0:00.04 gatekeeperd /data/misc/gatekeeper
